Name,Latitude,Longitude,URL,Location,info,applicationDeadline,percentOfAdmitted,SATT,SATR,SATM,SATW,ACTC,ACTE,ACTM,tuition,in_state,out_state,room,book,undergraduate,category,setting,student_faculty,percentOfWomen
Arizona State University  ASU ,33.4262838,-111.9329596,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2011/10/19/asu.jpg,"Tempe, AZ","Arizona State University is a public, comprehensive university. Founded as a Normal school in 1885, it gained university status in 1958. ASU has four distinctive campuses in the Phoenix area. You will study at the campus of your major, but you may take classes and enjoy activities across all campuses. Each campus has a unique environment and its own mix of academic programs, and all offer contemporary classrooms and laboratory space, residence halls and recreation facilities.

ASU’s Tempe campus welcomes students studying a wide range of majors. Liberal arts and sciences are popular as .....","Regular Decision: Feb 1, 2015","89%
         
          of Applicants Admitted",480-610 SAT Reading,490-630 SAT Math,,,21-27 ACT Composite,20-27 ACT English,21-27 ACT Math,"$22,485

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $9,208","Out-of-State Tuition: $22,461","Room and Board: $3,163","Books & Supplies: $1,020","65,501number of undergraduates",public,Setting: city,Student/Faculty ratio: 24:1,41% Women
University of Michigan-Ann Arbor,42.2780436,-83.7382241,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/zinch_legacy/2007/7/124747/2100285_University_of_Michigan_Ann_Arbor.jpg,"Ann Arbor, MI","University of Michigan, founded in 1817, is a comprehensive, public institution. Programs are offered through the Colleges of Architecture and Urban Planning; Engineering; Literature, Science, and the Arts; and Pharmacy, the Division of Kinesiology, and the Schools of Art, Business Administration, Dentistry, Education, Music, Natural Resources, and Nursing. Its 3,129-acre campus is located in Ann Arbor, 50 miles west of Detroit.","Regular Decision: Feb 1, 2015
			Early Action: Nov 1, 2014","37%
         
          of Applicants Admitted",1880-2180 SAT Total,610-700 SAT Reading,650-760 SAT Math,620-720 SAT Writing,28-32 ACT Composite,28-34 ACT English,27-33 ACT Math,"$26,479

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $13,625","Out-of-State Tuition: $40,302","Room and Board: $2,054","Books & Supplies: $1,048","28,243number of undergraduates",public,Setting: city,Student/Faculty ratio: 12:1,31% Women
Ohio State University-   OSU ,40.4172871,-82.907123,http://z2.cheggcdn.com/sites/default/files/2010/05/10/2116177_519ebf538615d_osu.gif,"Columbus, OH","Founded in 1870, The Ohio State University’s main Columbus campus is one of America’s largest and most comprehensive. More than 55,000 students select from 14 colleges, 175 undergraduate majors, and 240 master’s, doctoral, and professional degree programs. As Ohio’s best and one of the nation’s top-20 public universities, Ohio State is further recognized by a top-rated academic medical center and a premier cancer hospital and research center.","Regular Decision: Feb 1, 2015","64%
         
          of Applicants Admitted",1700-2010 SAT Total,540-650 SAT Reading,610-710 SAT Math,550-650 SAT Writing,26-30 ACT Composite,25-32 ACT English,26-31 ACT Math,"$24,050

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $9,168","Out-of-State Tuition: $24,576","Room and Board: $2,452","Books & Supplies: $1,248","48,411number of undergraduates",public,Setting: city,Student/Faculty ratio: 19:1,35% Women
University of California-Riverside  UCR ,33.9737055,-117.3280644,http://z2.cheggcdn.com/sites/default/files/2010/11/27/ucr_zinch_logo.jpg,"Riverside, CA","If you would like to recieve more information about UCR, just become a fan!

The University of California, Riverside is one of 10 universities within the prestigious University of California system, and the only UC located in Inland Southern California.Widely recognized as one of the most ethnically diverse research universities in the nation, UCR's current enrollment is over 19,000 students, with a goal of 21,000 students by 2020. The campus is in the midst of a tremendous growth spurt with new and remodeled facilities coming on-line on a regular basis.We are .....","Regular Decision: Nov 30, 2014","68%
         
          of Applicants Admitted",1420-1790 SAT Total,460-580 SAT Reading,490-630 SAT Math,470-580 SAT Writing,19-25 ACT Composite,18-24 ACT English,19-26 ACT Math,"$29,857

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $11,220","Out-of-State Tuition: $34,098","Room and Board: $3,613","Books & Supplies: $1,784","19,795number of undergraduates",public,Setting: suburban,Student/Faculty ratio: 18:1,46% Women
Oregon State University  OSU ,44.5677593,-123.2785862,http://z2.cheggcdn.com/sites/default/files/2007/07/20/139584_547609417c600_beavernationsmall.jpg,"Corvallis, OR","Oregon State, founded in 1868, is a public, research university. Programs are offered through 12 academic colleges:  Agricultural Sciences; Business; Engineering; Forestry; Earth, Ocean and Atmospheric Sciences; Public Health and Human Sciences; Education; Liberal Arts;  Pharmacy; Science; University Honors College; Veterinary Medicine. Its 422-acre campus in Corvallis, 85 miles south of Portland and 51 miles from the Pacific Ocean, is on the National Register of Historic Places.Oregon State University has always been a place with a purpose — making a positive difference in .....","Regular Decision: Feb 1, 2015
			Early Action: Nov 1, 2014","78%
         
          of Applicants Admitted",1430-1810 SAT Total,490-620 SAT Math,460-590 SAT Writing,,21-27 ACT Composite,20-27 ACT English,21-27 ACT Math,"$21,747

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $9,123","Out-of-State Tuition: $26,295","Room and Board: $10,929","Books & Supplies: $2,577","23,903number of undergraduates",public,Setting: city,Student/Faculty ratio: 17:1,49% Women
University of North Carolina at Chapel Hill  UNC ,35.908746,-79.0295977,http://z2.cheggcdn.com/sites/default/files/2011/10/21/university_of_north_carolina_at_chapel_hill_sq.gif,"Chapel Hill, NC","The UNC at Chapel Hill, founded in 1789, is a public, comprehensive institution. Programs are offered through the College of Arts and Sciences, the Kenan-Flagler Business School, the Division of Continuiting Education, the Graduate School, and the Schools of Dentistry, Education, Information and Library Science, Journalism and Mass Communication, Law, Medicine, Nursing, Pharmacy, Public Health, and Social Work. Its 729-acre campus is located in Chapel Hill, eight miles northeast of Durham, and includes that two oldest state university buildings.","Regular Decision: Jan 10, 2015","33%
         
          of Applicants Admitted",1790-2090 SAT Total,590-700 SAT Reading,610-700 SAT Math,590-690 SAT Writing,27-32 ACT Composite,26-33 ACT English,26-32 ACT Math,"$21,225

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,823","Out-of-State Tuition: $26,575","Room and Board: $4,486","Books & Supplies: $1,182","19,644number of undergraduates",public,Setting: city,Student/Faculty ratio: 14:1,36% Women
University of North Texas,33.207488,-97.1525861999999,http://z2.cheggcdn.com/sites/default/files/2009/03/16/combo_stacked_two-line_356_0.png,"Denton, TX","The University of North Texas is a public university located in Denton, Texas.  Founded in 1890, it serves as the flagship campus of the University of North Texas system.The goal of UNT is to provide access, welcome diversity, and strengthen its collaborations with its educational, business, and community partner.  The faculty and staff work to prepare students for a changing world and its challenges.In its attempts to prepare tomorrow's successful leaders, North Texas believes that fostering global understanding and promoting cultural appreciation are central to its .....","Regular Decision: Aug 1, 2015","63.8%
         
          of Applicants Admitted",1430-1760 SAT Total,480-590 SAT Reading,490-600 SAT Math,460-570 SAT Writing,20-25 ACT Composite,19-25 ACT English,19-25 ACT Math,"$17,565

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $7,001","Out-of-State Tuition: $13,649","Room and Board: $9,314","Books & Supplies: $1,250","28,282number of undergraduates",public,Setting: city,Student/Faculty ratio: 23:1,52% Women
University of Pennsylvania,39.9522188,-75.1932137,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/9/182156/1100110_University_of_Pennsylvania.jpg,"Philadelphia, PA","University of Pennsylvania, founded in 1740, is a private, comprehensive institution. Programs are offered through the Colleges of Arts and Sciences and Engineering and Applied Sciences; the School of Nursing; and the Wharton School of Business. Its 260-acre campus is two miles from downtown Philadelphia.","Regular Decision: Jan 1, 2015
			Early Decision: Nov 1, 2014","13%
         
          of Applicants Admitted",2030-2310 SAT Total,660-760 SAT Reading,690-780 SAT Math,680-770 SAT Writing,30-34 ACT Composite,31-35 ACT English,29-34 ACT Math,"$54,950

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $39,088","Out-of-State Tuition: $39,088","Room and Board: $2,284","Books & Supplies: $1,210","13,190number of undergraduates",private-non-profit,Setting: city,Student/Faculty ratio: 6:1,25% Women
Texas Christian University,32.7078079,-97.3637066,http://z2.cheggcdn.com/sites/default/files/2011/02/07/tcu_logo_0.jpg,"Fort Worth, TX","TCU is all about the experience. TCU's mission is to educate individuals to think and act as ethical leaders and responsible citizens in the global community. 

This is a place where students learn how to adapt to whatever the future might bring, develop critical thinking skills and expand their creativity. With a choice of rigorous academic programs in 131 undergraduate areas of study, 49 master's level programs and 20 areas of doctoral study, Horned Frogs have opportunities to search for meaning and examine values, yet graduate well-prepared for professional accomplishment. First-year .....","Regular Decision: Feb 15, 2015
			Early Decision: Nov 1, 2014Early Action: Nov 1, 2014","41%
         
          of Applicants Admitted",1630-1930 SAT Total,530-630 SAT Reading,550-650 SAT Math,550-650 SAT Writing,25-30 ACT Composite,,,"$48,270

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $34,500","Out-of-State Tuition: $34,500","Room and Board: $1,920","Books & Supplies: $1,200","8,661number of undergraduates",private-non-profit,Setting: city,Student/Faculty ratio: 14:1,50% Women
University of Chicago,41.5295457,-88.1348143999999,http://z2.cheggcdn.com/sites/default/files/2007/07/18/uchicago_seal_png.png,"Chicago, IL","One of the world's premier academic and research institutions, the University of Chicago has driven new ways of thinking since its 1890 founding. Today, UChicago is an intellectual destination that draws inspired scholars to our Hyde Park and international campuses, keeping UChicago at the nexus of ideas that challenge and change the world.  Its 215-acre campus is located seven miles south of downtown Chicago.","Regular Decision: Jan 1, 2015
			Early Action: Nov 1, 2014","9%
         
          of Applicants Admitted",1440-1540 SAT Total,700-780 SAT Reading,700-780 SAT Math,690-770 SAT Writing,31-34 ACT Composite,31-35 ACT English,29-35 ACT Math,"$59,950

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $41,853","Out-of-State Tuition: $41,853","Room and Board: $12,633","Books & Supplies: $3,537","5,134number of undergraduates",private-non-profit,Setting: city,Student/Faculty ratio: 7:1,47% Women
